Entity,Code,Year,Deaths - Malaria - Sex: Both - Age: Under 5 (Number),Deaths - HIV/AIDS - Sex: Both - Age: Under 5 (Number),Deaths - Meningitis - Sex: Both - Age: Under 5 (Number),Deaths - Nutritional deficiencies - Sex: Both - Age: Under 5 (Number),Deaths - Other neonatal disorders - Sex: Both - Age: Under 5 (Number),Deaths - Whooping cough - Sex: Both - Age: Under 5 (Number),Deaths - Lower respiratory infections - Sex: Both - Age: Under 5 (Number),Deaths - Congenital birth defects - Sex: Both - Age: Under 5 (Number),Deaths - Measles - Sex: Both - Age: Under 5 (Number),Deaths - Neonatal sepsis and other neonatal infections - Sex: Both - Age: Under 5 (Number),Deaths - Neonatal encephalopathy due to birth asphyxia and trauma - Sex: Both - Age: Under 5 (Number),Deaths - Drowning - Sex: Both - Age: Under 5 (Number),Deaths - Tuberculosis - Sex: Both - Age: Under 5 (Number),Deaths - Neonatal preterm birth - Sex: Both - Age: Under 5 (Number),Deaths - Diarrheal diseases - Sex: Both - Age: Under 5 (Number),Deaths - Neoplasms - Sex: Both - Age: Under 5 (Number),Deaths - Syphilis - Sex: Both - Age: Under 5 (Number),Deaths - All causes - Sex: Both - Age: 7-27 days (Number),Deaths - All causes - Sex: Both - Age: 1-4 years (Number),Deaths - All causes - Sex: Both - Age: 0-6 days (Number),Deaths - All causes - Sex: Both - Age: 28-364 days (Number),"Mortality rate, under-5, female (per 1,000 live births)","Mortality rate, under-5, male (per 1,000 live births)","Mortality rate, under-5 (per 1,000 live births)",$1.90 per day - share of population below poverty line,"Current health expenditure per capita, PPP (current international $)",Population (historical estimates),Access to electricity (% of population) [EG.ELC.ACCS.ZS],Adjusted net national income (annual % growth) [NY.ADJ.NNTY.KD.ZG],Adjusted net national income (current US$) [NY.ADJ.NNTY.CD],Adjusted net national income per capita (annual % growth) [NY.ADJ.NNTY.PC.KD.ZG],Adjusted net national income per capita (current US$) [NY.ADJ.NNTY.PC.CD],"Death rate, crude (per 1,000 people) [SP.DYN.CDRT.IN]","Government expenditure on education, total (% of government expenditure) [SE.XPD.TOTL.GB.ZS]",Poverty gap at $1.90 a day (2011 PPP) (%) [SI.POV.GAPS],Poverty gap at $3.20 a day (2011 PPP) (%) [SI.POV.LMIC.GP],Poverty gap at $5.50 a day (2011 PPP) (%) [SI.POV.UMIC.GP]
Equatorial Guinea,GNQ,2005,777,220,51,48,142,80,255,141,98,80,170,13,58,275,202,12,139,201,999,778,996,12.53000031,14.11999969,13.35,,417.7094727,749527,65.56535339,,-365700000,,-487.9077071,12.455,,,,
Equatorial Guinea,GNQ,2006,727,232,49,44,137,81,238,140,57,79,166,13,52,270,152,12,143,188,919,763,917,12.08000031,13.65,12.9,,450.1940002,784494,65.56261444,-967.8557802,2653000000,-929.1731223,3381.797694,12.232,,,,
Equatorial Guinea,GNQ,2007,710,248,46,39,134,77,218,136,46,78,164,11,46,269,128,12,149,182,870,761,876,11.65,13.16999969,12.44000015,,526.4352417,821686,65.56439209,17.98176054,3587000000,12.64154829,4365.414526,12.005,,,,
Equatorial Guinea,GNQ,2008,694,226,41,32,131,71,192,128,41,75,159,10,39,264,106,11,153,173,799,753,811,11.2,12.69000015,11.96999969,,702.475708,860839,65.57341003,13.91617382,4416000000,8.734995975,5129.879106,11.771,,,,
Equatorial Guinea,GNQ,2009,610,202,38,29,124,67,175,123,42,74,150,9,34,250,95,11,158,161,721,722,736,10.79000015,12.25,11.53000031,,690.5256348,901589,65.59236145,-9.862081332,4285000000,-13.93613302,4752.71992,11.526,,,,
Equatorial Guinea,GNQ,2010,605,228,36,26,120,64,160,120,33,72,144,8,30,243,83,10,158,155,703,704,717,10.39000015,11.80999985,11.11999969,,599.5062256,943640,66.15726471,-45.00070764,2423000000,-47.45161609,2567.716502,11.273,,,,
Equatorial Guinea,GNQ,2011,592,313,36,25,123,61,156,122,38,72,148,7,28,253,75,10,160,155,728,721,746,10.03000031,11.41999969,10.74000015,,532.5430908,986861,66.09999847,44.2813775,3748000000,37.9623666,3797.900616,11.014,,,,
Equatorial Guinea,GNQ,2012,582,343,34,22,123,56,144,119,32,71,149,6,23,257,64,9,159,151,704,731,729,9.659999847,11.05,10.35999985,,474.7335205,1031191,65.73594666,29.21948479,4729000000,23.66445205,4585.959342,10.753,,,,
Equatorial Guinea,GNQ,2013,544,291,29,19,116,55,128,110,24,70,141,5,19,241,56,8,154,140,626,700,654,9.330000305,10.68000031,10.01999969,,652.0947876,1076412,65.82080841,19.64069616,6023000000,14.61448694,5595.441151,10.496,,,,
Equatorial Guinea,GNQ,2014,506,268,26,17,112,56,115,106,24,67,135,5,17,235,50,8,153,133,578,682,608,8.990000153,10.30999985,9.680000305,,738.9296265,1122273,65.92346954,11.06907324,6932000000,6.530303464,6176.75022,10.245,,,,
Equatorial Guinea,GNQ,2015,468,247,25,15,109,53,107,101,26,66,131,4,15,228,44,7,151,127,534,669,565,8.669999695,9.95,9.319999695,,700.9188843,1168575,66.04097748,9.114332646,6385000000,4.790937202,5463.919731,10.002,,,,
Equatorial Guinea,GNQ,2016,416,198,22,13,105,57,95,97,26,63,124,4,14,218,41,7,149,118,475,642,503,8.35,9.630000305,9,,643.3278809,1215181,66.17035675,-10.32350551,5875000000,-13.76288014,4834.67072,9.768,,,,
Equatorial Guinea,GNQ,2017,383,152,20,12,99,53,85,92,18,60,116,4,12,203,40,7,144,110,423,606,446,8.059999847,9.309999847,8.690000153,,667.4574585,1262008,66.30863953,-13.43940735,5223000000,-16.65125139,4138.642544,9.542,,,,
Equatorial Guinea,GNQ,2018,353,136,18,11,95,48,78,91,17,61,111,3,10,195,38,7,145,105,393,588,416,7.769999695,8.969999695,8.390000153,,638.5423584,1308966,66.45285797,-1.670456205,5473000000,-5.197941806,4181.162842,9.323,,,,
Eritrea,ERI,1990,186,119,456,3323,728,794,3928,683,1954,418,817,95,496,855,4263,113,119,1557,11876,3219,6199,13.88000031,16.65,15.3,,,2258649,,,,,,15.826,,,,
Eritrea,ERI,1991,168,198,432,2851,711,798,3640,660,1960,419,798,90,467,815,3992,109,95,1721,12476,3714,6808,13.21999969,15.88999939,14.58999939,,,2266356,,,,,,15.529,,,,
Eritrea,ERI,1992,133,284,417,2476,737,742,3411,664,1847,452,829,84,438,825,3920,107,99,1375,9043,3095,5416,12.50999985,15.08000031,13.81999969,,,2257593,,,,,,15.177,,,,
Eritrea,ERI,1993,138,353,412,2299,771,671,3290,676,1632,472,868,81,420,847,3842,107,106,1361,8416,3201,5411,11.76999969,14.21999969,13.01999969,,,2238631,,,403300000,,180.1547464,14.769,,,,
Eritrea,ERI,1994,132,408,409,2080,800,621,3173,690,1564,487,905,79,404,867,3730,109,112,1332,7937,3274,5346,11.03000031,13.35,12.21999969,,,2218436,,14.40766177,455400000,15.44914448,205.2797556,14.314,,,,
Eritrea,ERI,1995,77,456,407,1932,819,635,3070,701,1589,496,935,77,393,879,3567,111,118,1294,7645,3315,5255,10.30999985,12.53000031,11.44000015,,,2204227,22.9,-1.696998134,480800000,-1.063312333,218.1263545,13.821,,,,
Eritrea,ERI,1996,121,499,407,1821,827,585,2995,712,1588,503,960,77,386,884,3372,114,121,1252,7455,3332,5134,9.640000153,11.75,10.71999969,,,2196467,24.75544739,9.132267579,565000000,9.517826022,257.2312719,13.309,2.9151299,,,
Eritrea,ERI,1997,120,532,411,1692,834,537,2930,724,1574,511,984,77,382,885,3192,118,125,1213,7244,3340,4990,9.040000153,11.05999985,10.08000031,,,2195192,25.8746109,8.003442563,561200000,8.066172561,255.6496197,12.797,,,,
Eritrea,ERI,1998,199,554,413,1550,837,500,2860,734,1504,516,1004,77,374,881,3015,120,130,1183,7137,3346,4874,8.509999847,10.43000031,9.5,,,2206439,26.9896946,4.245061329,623000000,3.71368738,282.3554152,12.306,6.250919819,,,
Eritrea,ERI,1999,119,575,416,1494,836,485,2825,740,1443,519,1020,77,368,871,2853,122,132,1260,9265,3541,5097,8.040000153,9.880000305,8.980000305,,,2237412,28.09993553,-0.344632611,596100000,-1.724184385,266.4238862,11.847,5.565539837,,,
Eritrea,ERI,2000,85,591,426,1397,844,436,2781,762,1354,533,1050,78,367,872,2762,126,135,1137,6823,3373,4659,7.619999695,9.380000305,8.519999695,,72.85005951,2292413,29.25451088,-1.573366349,602100000,-3.934879426,262.6490078,11.43,,,,
Eritrea,ERI,2001,189,587,442,1334,858,421,2771,796,974,553,1094,79,368,889,2823,130,139,1130,6408,3436,4590,7.240000153,8.930000305,8.109999847,,80.22485352,2374721,30.35256195,9.655929852,644200000,5.855247467,271.2739728,11.06,5.861609936,,,
Eritrea,ERI,2002,42,554,464,1327,880,388,2794,841,785,572,1141,82,372,912,2923,137,148,1140,6248,3534,4590,6.890000153,8.519999695,7.730000305,,90.79843903,2481059,32.20000076,1.102667371,628600000,-3.230585262,253.3595533,10.729,5.633379936,,,
Eritrea,ERI,2003,51,508,471,1267,893,392,2742,863,797,577,1172,82,361,928,2914,139,154,1139,6159,3589,4578,6.559999847,8.140000153,7.380000305,,94.20067596,2600972,32.52825928,0.598041247,741400000,-4.039845251,285.0472823,10.43,,,,
Eritrea,ERI,2004,17,463,505,1326,901,322,2828,911,301,579,1189,89,377,936,3062,150,154,1126,6083,3601,4514,6.270000076,7.790000153,7.05,,89.65375519,2719809,33.61060333,5.069149343,951500000,0.478348113,349.8407425,10.158,5.741849899,,,
Eritrea,ERI,2005,28,423,508,1268,905,328,2775,925,279,580,1202,89,368,940,3042,152,151,1115,6019,3617,4439,5.990000153,7.459999847,6.75,,89.36407471,2826653,34.69240952,-3.403482776,955900000,-7.054712087,338.1738048,9.907,,,,
Eritrea,ERI,2006,19,385,501,1207,904,314,2688,924,395,580,1211,87,354,940,2987,149,146,1101,5882,3630,4347,5.729999924,7.159999847,6.459999847,,88.22331238,2918209,35.77609253,-3.540338079,1070000000,-6.566667176,366.6632513,9.671,5.168069839,,,
Eritrea,ERI,2007,25,344,499,1139,906,306,2618,925,385,580,1217,85,343,938,2958,148,141,1088,5727,3638,4258,5.490000153,6.869999695,6.190000153,,68.87324524,2996540,36.86429214,0.581648648,1164000000,-2.04760413,388.44801,9.443,,,,
Eritrea,ERI,2008,15,307,449,1085,913,310,2515,916,510,579,1224,82,328,938,2908,144,136,1077,5604,3653,4176,5.259999847,6.590000153,5.940000153,,67.25569916,3062782,37.95972443,-8.101754735,1217000000,-10.08933451,397.3511664,9.218,,,,
Eritrea,ERI,2009,17,276,418,975,912,269,2329,882,963,573,1223,75,297,929,2746,134,129,1058,5407,3648,4071,5.05,6.35,5.709999847,,62.69817734,3119920,39.06509781,9.563152732,1668000000,7.556620699,534.6290931,8.992,,,,
Eritrea,ERI,2010,50,252,412,909,914,280,2262,865,820,569,1222,73,286,922,2734,133,124,1036,5222,3636,3953,4.859999847,6.120000076,5.509999847,,63.2988205,3170437,40.18312073,-22.93969154,1419000000,-24.16755243,447.5723694,8.764,,,,
Eritrea,ERI,2011,67,228,395,859,905,270,2141,848,835,563,1214,69,268,912,2637,129,117,1009,5008,3609,3810,4.679999924,5.909999847,5.309999847,,84.84835815,3213969,41.31650162,352.4009003,1453000000,346.2733005,452.0889903,8.536,,,,
Eritrea,ERI,2012,38,205,377,792,892,261,2015,829,900,555,1200,66,249,899,2506,126,111,976,4768,3565,3646,4.5,5.709999847,5.120000076,,63.10240173,3250104,42.46794891,,,,,8.311,,,,
Eritrea,ERI,2013,27,182,373,742,879,247,1944,827,626,544,1180,66,239,884,2502,127,107,940,4521,3504,3467,4.340000153,5.520000076,4.95,,75.43094635,3281453,43.63922882,,,,,8.093,,,,
Eritrea,ERI,2014,37,165,364,704,865,242,1851,820,515,537,1159,64,225,867,2312,128,103,901,4261,3434,3279,4.190000153,5.35,4.790000153,,80.79001617,3311444,44.82831192,,,,,7.884,,,,
Eritrea,ERI,2015,28,148,220,670,854,225,1714,817,450,529,1138,63,212,855,2261,128,101,862,3998,3362,3092,4.059999847,5.170000076,4.629999924,,70.76725006,3342818,46.03224182,,,,,7.686,,,,
Eritrea,ERI,2016,39,129,214,637,839,217,1638,808,207,519,1113,62,201,835,2209,129,102,827,3753,3294,2914,3.920000076,5.009999847,4.479999924,,59.85964584,3376558,47.24803925,,,,,7.5,,,,
Eritrea,ERI,2017,39,110,201,583,823,200,1514,783,170,507,1084,58,182,812,2117,125,102,791,3499,3225,2736,3.779999924,4.85,4.329999924,,57.31135559,3412894,48.47274399,,,,,7.326,,,,
Eritrea,ERI,2018,40,90,191,531,813,193,1418,766,165,500,1065,55,165,794,1950,123,100,761,3264,3173,2573,3.659999847,4.690000153,4.190000153,,72.61849976,3452797,49.7033844,,,,,7.163,,,,
Estonia,EST,1990,0,0,9,2,66,0,32,88,0,10,33,20,0,29,2,12,0,54,87,139,105,1.530000019,1.979999924,1.760000038,0.5415996,,1565246,100,,,,,12.4,,,,
Estonia,EST,1991,0,0,7,2,61,0,29,79,0,9,29,19,0,26,2,11,0,48,80,125,95,1.519999981,1.960000038,1.75,0.6828023,,1548220,100,,,,,12.6,,,,
Estonia,EST,1992,0,0,7,2,59,0,28,73,0,8,27,17,0,24,2,10,0,45,76,118,91,1.5,1.939999962,1.729999924,0.9574717,,1520811,100,,,,,13.1,,,,
Estonia,EST,1993,0,0,6,1,54,0,25,62,0,7,23,14,0,20,2,9,0,39,64,103,79,1.469999981,1.9,1.689999962,1.166853,,1488060,100,,,,,14.2,,,,
Estonia,EST,1994,0,0,5,1,51,0,23,53,0,5,21,11,0,16,1,8,0,34,55,91,70,1.430000019,1.829999924,1.629999924,1.336689,,1457090,100,,,,,15.2,,,,
Estonia,EST,1995,0,0,6,1,46,0,22,48,0,6,18,10,0,17,1,7,0,32,49,84,66,1.360000038,1.75,1.560000038,0.465984,,1433026,100,,,,,14.5,,,,
Estonia,EST,1996,0,0,4,1,34,0,19,42,0,6,16,7,0,13,1,6,0,27,40,66,56,1.289999962,1.65,1.469999981,0.3136007,,1417741,100,,,,,13.4,19.70108986,,,
Estonia,EST,1997,0,0,3,1,24,0,18,39,0,7,15,7,0,12,1,5,0,25,36,56,52,1.210000038,1.539999962,1.380000019,0.1682898,,1409678,100,,,,,13.3,17.7050209,,,
Estonia,EST,1998,0,0,3,0,20,0,17,37,0,7,14,6,0,11,1,5,0,24,33,51,48,1.119999981,1.430000019,1.280000019,0.1173692,,1406350,100,,,,,14,16.02975082,,,
Estonia,EST,1999,0,0,3,0,17,0,15,36,0,8,13,6,0,13,1,5,0,24,31,49,47,1.039999962,1.319999981,1.180000019,0.7805647,,1403784,100,,,,,13.4,16.36455917,,,
Estonia,EST,2000,0,0,3,0,16,0,15,33,0,8,11,5,0,12,1,5,0,22,29,45,45,0.960000038,1.219999981,1.089999962,1.286584,485.2248535,1399111,100,,4758000000,,3405.906291,13.2,14.68504047,,,
Estonia,EST,2001,0,0,3,0,13,0,13,31,0,7,12,4,0,12,1,5,0,21,27,41,44,0.889999962,1.119999981,1.010000038,0.9968821,491.6661072,1391739,100,6.487285357,5198000000,7.167734903,3744.646517,13.3,14.95359039,,,
Estonia,EST,2002,0,0,2,0,10,0,12,29,0,6,11,4,0,11,1,4,0,17,24,36,39,0.819999981,1.030000019,0.930000019,0.9927226,546.9086304,1382737,100,7.539791333,6087000000,8.223146733,4412.948128,13.3,15.15063,,,
Estonia,EST,2003,0,0,2,0,8,0,11,28,0,5,12,3,0,13,1,4,0,16,23,37,39,0.75,0.95,0.85,0.9595099,635.6928711,1372904,100,7.892931884,8067000000,8.572221602,5885.228201,13.2,15.0490303,1.2,2.2,4.7
Estonia,EST,2004,0,0,2,0,8,0,10,27,0,5,10,3,0,13,0,4,0,15,22,35,37,0.69000001,0.860000038,0.780000019,0.453159,741.4725952,1363570,100,7.373275997,9892000000,8.017097996,7259.917067,13,14.31896973,0.5,1,2.8
Estonia,EST,2005,0,0,2,0,7,0,9,25,0,4,11,3,0,12,0,4,0,15,21,33,36,0.64000001,0.79000001,0.719999981,0.7582223,838.3687744,1355650,100,12.41560572,11660000000,13.06075442,8606.595191,12.8,14.26515007,0.3,0.6,1.8
Estonia,EST,2006,0,0,2,0,6,0,8,25,0,4,9,3,0,12,0,4,0,14,20,31,33,0.59000001,0.719999981,0.65999999,0.7088702,917.4087524,1349373,100,10.14546274,13920000000,10.7968602,10335.53359,12.9,,0.4,0.7,1.3
Estonia,EST,2007,0,0,2,0,6,0,8,24,0,4,9,3,0,13,0,4,0,13,20,31,33,0.54000001,0.65999999,0.6,0.4253237,1102.695557,1344295,100,7.419041546,17830000000,7.910194337,13299.22129,13,13.69466972,0.3,0.4,0.9
Estonia,EST,2008,0,0,2,0,5,0,7,23,0,4,9,3,0,11,0,4,0,11,19,29,30,0.49000001,0.60999999,0.55,0.3544065,1302.357056,1340067,100,-3.809783525,19330000000,-3.551519027,14456.76806,12.5,13.90087986,0.2,0.4,0.8
Estonia,EST,2009,0,0,1,0,4,0,7,20,0,3,8,2,0,10,0,4,0,9,18,25,26,0.45,0.55,0.5,0.5550371,1340.859375,1336140,100,-13.35901145,15550000000,-13.1918342,11652.17326,12.1,12.99792957,0.2,0.4,1
Estonia,EST,2010,0,0,1,0,3,0,6,19,0,3,8,2,0,8,0,4,0,9,18,22,24,0.40999999,0.50999999,0.45999999,0.7070292,1366.209717,1332103,100,-0.336657293,15120000000,-0.109107724,11355.82718,11.9,13.70024014,0.4,0.7,1.5
Estonia,EST,2011,0,0,1,0,3,0,5,16,0,2,7,2,0,6,0,4,0,8,16,18,19,0.379999995,0.45999999,0.419999981,0.9796155,1426.672852,1327701,100,9.44805367,18230000000,9.780824023,13733.21109,11.5,13.39976025,0.5,0.8,1.5
Estonia,EST,2012,0,0,1,0,2,0,5,15,0,2,7,2,0,6,0,4,0,8,16,16,18,0.35,0.419999981,0.39000001,0.7154801,1513.638306,1323163,100,5.027623991,18370000000,5.404238134,13888.30086,11.7,12.02017975,0.4,0.6,1.3
Estonia,EST,2013,0,0,1,0,2,0,5,13,0,1,6,2,0,5,0,3,0,7,14,14,16,0.320000005,0.39000001,0.35999999,0.8349501,1649.725342,1319068,100,4.187609685,20360000000,4.559065446,15447.68311,11.6,12.6068697,0.6,0.8,1.5
Estonia,EST,2014,0,0,1,0,2,0,5,13,0,1,6,1,0,5,0,3,0,7,12,13,15,0.29000001,0.35999999,0.329999995,0.6774641,1769.96167,1316273,100,4.435692214,21620000000,4.709940726,16446.75534,11.8,11.63632011,0.5,0.7,1.3
Estonia,EST,2015,0,0,1,0,2,0,4,12,0,1,6,1,0,5,0,3,0,7,11,13,15,0.270000005,0.34000001,0.30999999,0.5868315,1865.889648,1315330,100,2.677480653,18680000000,2.610195024,14200.92793,11.6,13.01430035,0.4,0.5,0.8
Estonia,EST,2016,0,0,1,0,2,0,4,11,0,1,5,1,0,4,0,3,0,6,10,12,14,0.25,0.30999999,0.279999995,0.4700586,2030.031494,1316507,100,4.781946777,19790000000,4.75144686,15040.39398,11.7,13.09148026,0.3,0.4,0.7
Estonia,EST,2017,0,0,1,0,2,0,4,11,0,1,5,1,0,4,0,3,0,6,10,11,13,0.24000001,0.29000001,0.25999999,0.268706,2241.849121,1319389,100,4.926506294,21970000000,4.79954798,16676.99016,11.8,12.64801025,0.2,0.3,0.5
Estonia,EST,2018,0,0,1,0,2,0,3,10,0,1,5,1,0,4,0,3,0,6,9,11,13,0.220000005,0.270000005,0.24000001,0.2273624,2434.202148,1322913,100,5.573665645,25230000000,5.206866642,19085.05216,11.9,13.35336971,0.2,0.3,0.4
Eswatini,SWZ,1990,26,8,43,145,185,40,418,80,292,83,142,17,108,194,307,5,119,170,691,623,907,6.129999924,7.330000305,6.740000153,82.7439,,822423,,,1009000000,,1226.862576,7.587,23.47705078,,,
Eswatini,SWZ,1991,17,23,42,142,183,37,411,80,280,83,141,17,105,192,307,5,112,165,668,616,908,6.079999924,7.269999695,6.680000305,82.99295,,845267,,4.825366101,1061000000,1.992378816,1255.22468,7.641,,,,
Eswatini,SWZ,1992,14,57,42,138,181,36,404,80,268,83,141,17,102,191,334,5,105,162,663,610,936,6.2,7.4,6.819999695,82.83373,,866995,,4.245759776,1188000000,1.633228137,1370.250117,7.852,,,,
Eswatini,SWZ,1993,13,120,41,133,180,37,397,80,254,83,142,16,100,190,307,5,99,157,656,606,946,6.540000153,7.759999847,7.169999695,82.65811,,887706,,0.434974884,1211000000,-1.908265744,1364.190396,8.22,,,,
Eswatini,SWZ,1994,14,222,40,125,181,37,389,80,237,83,143,15,96,190,310,5,93,155,669,605,994,7.069999695,8.309999847,7.7,82.61923,,907622,,-0.781494794,1207000000,-2.958651969,1329.84877,8.742,20.03243065,51.5,66.5,78.5
Eswatini,SWZ,1995,16,362,39,118,183,37,385,81,200,83,145,13,92,192,317,5,88,153,690,606,1065,7.709999847,8.969999695,8.35,79.72077,,926836,,9.554215552,1527000000,7.283075137,1647.540665,9.433,20.65967941,,,
Eswatini,SWZ,1996,20,523,39,110,183,39,385,81,163,84,147,12,88,194,323,5,84,159,729,614,1165,8.35,9.619999695,9,70.61795,,945506,,2.791126448,1496000000,0.761408677,1582.221583,10.307,21.84551048,,,
Eswatini,SWZ,1997,21,687,38,102,183,43,389,82,129,84,149,10,88,196,329,4,79,151,747,609,1251,8.959999847,10.24000015,9.619999695,64.82382,,963416,,5.91612745,1603000000,3.947136025,1663.871059,11.341,,,,
Eswatini,SWZ,1998,31,836,38,96,183,43,397,82,101,84,151,9,88,197,333,4,75,149,777,607,1349,9.540000153,10.84000015,10.2,60.7082,,979922,,-2.590711431,1400000000,-4.231492755,1428.68514,12.486,,,,
Eswatini,SWZ,1999,25,970,38,94,182,44,412,83,79,85,152,8,91,197,338,4,72,149,808,603,1448,10.05,11.36999969,10.71999969,53.9037,,994105,,0.520817138,1417000000,-0.913323873,1425.402749,13.687,20.43320084,,,
Eswatini,SWZ,2000,23,1088,39,92,179,41,422,84,79,85,152,8,93,198,368,4,69,150,848,596,1562,10.53000031,11.86999969,11.21999969,50.26741,217.6580353,1005432,20.19576263,5.465215626,1524000000,4.277065162,1515.766357,14.877,18.74508095,18,35.9,54.2
Eswatini,SWZ,2001,19,1198,41,92,173,38,436,86,78,86,153,7,96,200,439,4,66,154,902,588,1700,10.89000015,12.21999969,11.58000031,48.9044,248.5699921,1013608,26.89999962,8.724712656,1418000000,7.847713608,1398.962913,15.989,19.65617943,,,
Eswatini,SWZ,2002,10,1294,43,92,167,35,454,88,78,86,153,7,102,200,349,4,64,147,903,576,1731,11.1,12.41999969,11.76999969,48.29289,281.7555237,1019054,25.80867004,-1.883757688,1215000000,-2.408107777,1192.282254,16.965,17.29376984,,,
Eswatini,SWZ,2003,4,1360,45,96,162,35,479,90,43,86,152,7,111,199,367,4,62,147,920,564,1809,11.25999985,12.55999985,11.91999969,47.66595,343.0382996,1022796,28.60609627,4.96920763,1846000000,4.585167435,1804.856491,17.753,22.06381989,,,
Eswatini,SWZ,2004,7,1392,46,95,159,34,495,92,35,85,151,7,115,200,369,4,60,148,920,556,1863,11.30999985,12.59000015,11.96999969,46.88898,388.6638794,1026287,31.40063667,4.237033493,2394000000,3.882462614,2332.680819,18.308,21.10407066,,,
Eswatini,SWZ,2005,4,1272,48,97,156,34,514,90,33,85,150,7,119,199,350,4,58,147,861,541,1809,11.3,12.54000015,11.94000015,45.89782,457.924408,1030575,34.19464111,16.00130422,2934000000,15.51864784,2846.95437,18.586,20.89185905,,,
Eswatini,SWZ,2006,3,1129,50,98,149,33,520,91,33,84,146,7,118,195,348,4,55,147,804,518,1731,10.31999969,11.43000031,10.9,44.96746,527.6745605,1036095,35.20000076,-0.740076355,2868000000,-1.268903131,2768.085938,18.566,22.70756912,,,
Eswatini,SWZ,2007,3,1138,51,99,148,34,514,92,21,84,147,7,118,197,351,4,53,152,802,515,1734,9.809999847,10.93000031,10.38000031,44.26804,569.8358154,1042651,39.79091263,1.859365492,3026000000,1.218892313,2902.217521,18.28,,,,
Eswatini,SWZ,2008,3,1111,50,97,148,35,502,92,24,83,148,7,115,200,348,4,52,156,786,517,1704,9.6,10.74000015,10.19000015,43.87798,649.6777954,1049948,42.59854126,-5.861146135,2818000000,-6.515398742,2683.942443,17.773,21.81324005,,,
Eswatini,SWZ,2009,3,986,46,94,148,36,479,92,21,83,150,7,110,204,343,4,50,156,723,522,1594,9.030000305,10.13000031,9.6,43.16927,643.3734131,1057462,38.59999847,2.296806165,2997000000,1.569916498,2834.144395,17.08,19.38637924,17,32.6,50.2
Eswatini,SWZ,2010,2,688,44,91,144,36,442,89,14,81,146,8,103,199,327,4,50,153,599,512,1342,8,9.059999847,8.55,39.94427,667.6537476,1064841,45.55233765,-0.247814844,3593000000,-0.939064875,3374.212676,16.233,18.28302956,,,
Eswatini,SWZ,2011,2,434,42,89,134,36,404,85,9,79,138,9,97,187,307,5,49,145,496,486,1114,6.8,7.869999695,7.340000153,38.75142,682.4683228,1072029,51.14800644,0.864847736,3855000000,0.188544646,3595.98481,15.266,22.33392906,,,
Eswatini,SWZ,2012,2,347,40,86,130,35,374,83,16,77,135,9,89,183,283,5,48,141,450,478,1007,6.040000153,7.140000153,6.6,32.7706,646.4701538,1079285,54.3662262,7.132550927,3880000000,6.412302068,3594.972598,14.226,,,,
Eswatini,SWZ,2013,4,259,37,81,125,32,344,80,19,75,130,9,81,175,264,5,47,134,402,461,898,5.709999847,6.769999695,6.25,29.2829,649.3967285,1086843,57.56251526,7.395690166,3758000000,6.648851269,3457.721124,13.171,,,,
Eswatini,SWZ,2014,2,217,27,80,121,30,317,78,16,73,126,10,74,169,255,5,46,128,372,446,826,5.679999924,6.759999847,6.240000153,29.71075,638.401001,1095022,65,2.125731211,3612000000,1.362927947,3298.563864,12.153,24.79544067,,,
Eswatini,SWZ,2015,0,197,23,76,118,30,294,77,22,72,122,9,67,163,233,5,45,123,348,434,771,5.190000153,6.209999847,5.720000076,28.91448,622.0632935,1104038,64.01241302,2.309817879,3300000000,1.474316458,2989.027552,11.235,,,,
Eswatini,SWZ,2016,1,180,21,71,115,28,272,75,32,70,118,9,60,158,220,5,44,119,328,423,726,5.059999847,6.020000076,5.559999847,29.3431,593.774231,1113994,63.43000031,-1.010101316,3005000000,-1.894794978,2697.501064,10.462,,9.8,22.9,39.9
Eswatini,SWZ,2017,4,169,20,69,113,30,258,74,5,68,114,9,56,152,216,5,43,114,311,411,687,5.270000076,6.259999847,5.790000153,28.60824,586.9703369,1124808,73.5,-0.27996721,3434000000,-1.238684106,3052.965484,9.843,18.66628075,,,
Eswatini,SWZ,2018,3,163,19,66,111,30,246,72,5,67,112,8,52,149,203,5,41,111,296,402,655,4.75,5.679999924,5.220000076,28.19666,633.4338989,1136274,73.91577911,7.023485936,3676000000,5.943525214,3235.135187,9.376,17.21999931,,,
Ethiopia,ETH,1990,6374,5310,16043,30332,12651,14186,80910,20561,56333,12589,39296,2240,9805,26028,63889,4890,10583,46187,186869,90101,139038,18.81999969,21.38000031,20.13000031,62.83105,,47887864,,,10310000000,,215.2946308,18.141,,,,
Ethiopia,ETH,1991,6853,7649,15936,30667,12822,13274,81287,20533,56851,12670,39727,2211,10068,26487,65425,4844,10033,45833,183422,90950,139159,18.35,20.86999969,19.63999939,69.43704,,49609976,,,11440000000,,230.5987812,17.782,,,,
Ethiopia,ETH,1992,3748,10365,16116,31613,13098,13737,81561,20750,56847,12901,40443,2266,10335,27191,67673,4880,9285,45700,183763,92367,138823,17.81999969,20.31999969,19.1,75.20917,,51423591,,,8460000000,,164.515932,17.434,,,,
Ethiopia,ETH,1993,4810,13134,15805,31506,13284,13997,79908,20455,56133,13215,41138,2238,10278,27528,68406,4756,8686,45629,183246,94130,137534,17.21999969,19.7,18.48999939,71.38088,,53295556,,,7142000000,,134.0074208,17.075,13.26484013,,,
